stationIndex	name	address	lon	lat	desc
297	국회3문	영등포구 여의동로 330	126.912674	37.528637	-
298	KBS 연구동 건너편	영등포구 여의도동 1-877	126.914299	37.527508	-
299	여의도 순복음교회	영등포구 여의도동 8	126.922455	37.531792	-
300	정동사거리	서울특별시 중구 정동길 2-1	126.969231	37.56805	-
301	경복궁역 7번출구 앞	서울특별시 종로구 사직로 지하130	126.971451	37.575794	-
302	경복궁역 4번출구 뒤	서울특별시 종로구 사직로 지하130	126.97406	37.575947	-
303	광화문역 1번출구 앞	서울특별시 종로구 세종대로 지하189	126.974922	37.571732	-
304	광화문역 2번출구 앞	서울특별시 종로구 세종대로 지하172	126.977501	37.572487	-
305	종로구청 옆	종로구 삼봉로 43	126.978355	37.572582	-
306	광화문역 7번출구 앞	서울특별시 종로구 세종대로 지하172	126.976433	37.570808	-
307	서울역사박물관 앞	서울특별시 종로구 새문안로 55	126.9711	37.57	-
308	광화문 S타워 앞	서울특별시 종로구 새문안로 82	126.973938	37.569969	-
309	광화문역 6번출구 옆	서울특별시 종로구 세종대로 지하172	126.976456	37.569889	-
310	청계광장 옆	서울특별시 중구 세종대로 136	126.97747	37.568878	-
311	서울광장 옆	서울특별시 중구 세종대로 지하 101	126.97747	37.566612	-
312	시청역 1번출구 뒤	서울특별시 중구 세종대로 지하101	126.976738	37.564674	-
313	서울역 광장 파출소 옆	서울특별시 중구 통일로 13	126.971771	37.556961	-
314	국립현대미술관	서울특별시 종로구 삼청로 30	126.980858	37.579708	-
315	신한은행 안국역지점 옆	서울특별시 종로구 율곡로 33	126.983063	37.57597	-
316	종각역 1번출구 앞	서울특별시 종로구 종로 47	126.981789	37.570396	-
318	광교사거리 남측	서울특별시 중구 청계천로 30	126.982552	37.568527	-
320	을지로입구역 4번출구 앞	서울특별시 중구 을지로 55	126.983589	37.566223	-
321	KEB 하나은행 본점 앞	서울특별시 중구 을지로 66	126.984138	37.565464	-
322	명동성당 앞	서울특별시 중구 명동길 74	126.986969	37.564476	-
323	서울 중앙우체국 앞	-	126.98153	37.561505	-
324	신세계백화점 본점 앞	서울특별시 중구 퇴계로 77	126.9804	37.56134	-
325	가회동 주민센터 옆(미설치)	-	126.984908	37.580012	-
326	안국역 5번출구 앞	서울특별시 종로구 율곡로 지하62	126.98616	37.576241	-
327	낙원상가 옆	서울특별시 종로구 삼일대로 428	126.987465	37.573357	-
328	탑골공원 앞	서울특별시 종로구 종로 99	126.98819	37.570396	-
329	청계2가 사거리 옆	서울특별시 종로구 청계천로 93	126.987892	37.568344	-
330	청계천 한빛광장	서울특별시 중구 남대문로10길 33	126.984978	37.568165	-
331	을지로2가 사거리 북측	서울특별시 중구 을지로 79	126.987206	37.566383	-
332	을지로2가 사거리 남측	서울특별시 중구 을지로 100	126.987793	37.56599	-
333	창덕궁 매표소 앞	-	126.989556	37.577439	-
334	종로3가역 2번출구 뒤	서울특별시 종로구 종로 지하129	126.991791	37.570599	-
335	종로3가역 15번출구 앞	서울특별시 종로구 종로 지하129	126.991257	37.570198	-
336	티마크 호텔 앞	서울특별시 중구 충무로 15	126.992836	37.562618	-
337	창경궁 입구	서울특별시 종로구 창경궁로 185	126.996475	37.578979	-
338	세운스퀘어 앞	서울특별시 종로구 창경궁로 109	126.997124	37.570957	-
339	종로4가 사거리	서울특별시 종로구 종로 185	126.998192	37.571068	-
340	혜화동 로터리	서울특별시 종로구 창경궁로 271-1	127.000679	37.585629	-
341	혜화역 3번출구 뒤	서울특별시 종로구 대학로 지하120	127.001785	37.58157	-
342	대학로 마로니에공원	서울특별시 종로구 대학로 104	127.002533	37.579784	-
343	예일빌딩(율곡로) 앞	서울특별시 종로구 율곡로 238	127.004982	37.575432	-
344	성균관대 E하우스 앞	서울특별시 종로구 율곡로 259	127.006721	37.574036	-
345	서울보증보험본사 앞	서울특별시 종로구 김상옥로 29	127.00071	37.573307	-
346	맥스타일 앞	서울특별시 중구 마장로 3	127.00988	37.569183	-
347	동대문역사문화공원역 9번출구 앞	서울특별시 중구 장충단로 지하230	127.007843	37.565331	-
348	독립문역 사거리	서울특별시 종로구 교북동 10-1	126.960785	37.572029	-
349	사직동주민센터	서울특별시 종로구 사직로9길 5	126.96859	37.576332	-
350	KEB 하나은행(내자동 지점) 앞	종로구 사직로8길 39	126.972702	37.574169	-
351	청운초교 앞 삼거리	서울특별시 종로구 청운동 108-22	126.970619	37.585079	-
352	중앙고입구 삼거리	서울특별시 종로구 창덕궁길 191	126.985237	37.583416	-
353	재동초교 앞 삼거리	서울특별시 종로구 재동 19	126.984947	37.579388	-
354	포르투갈 대사관 앞	서울특별시 종로구 창덕궁1길 3	126.98896	37.579155	-
355	서울사대부속초교 앞	서울특별시 종로구 연건동 178-3	127.002457	37.576508	-
356	KT혜화지사 앞	서울특별시 종로구 대학로 65	127.00206	37.577145	-
358	성대입구 사거리	서울특별시 종로구 창경궁로 234	126.998535	37.5825	-
359	원남동사거리	서울특별시 종로구 율곡로 169	126.997681	37.576061	-
361	동묘앞역 1번출구 뒤	서울특별시 종로구 숭인동 81-39	127.015907	37.573242	-
362	청계8가 사거리	서울특별시 종로구 청계천로 407	127.022705	37.572224	-
363	신설동역 11번출구 뒤	서울특별시 종로구 숭인동 1311	127.022835	37.57576	-
364	창신역 1번출구 앞	서울특별시 종로구 지봉로 87	127.015083	37.579334	-
365	서대문역 3번출구 뒤	-	126.966615	37.566337	-
367	독립문역 3-1번출구	서울특별시 종로구 무악동 41-7	126.958694	37.573849	-
368	SK 서린빌딩 앞	서울특별시 종로구 서린동 93-2	126.980537	37.569248	-
369	광화문 시민열린마당	서울특별시 종로구 세종로 76-5	126.9785	37.575493	-
370	시청역(2호선) 9번출구 뒤	서울특별시 중구 서소문로 지하127	126.974838	37.563229	-
371	동대입구역 6번출구 뒤	서울특별시 중구 동호로 지하256	127.005539	37.558872	-
372	약수역 3번출구 뒤	서울특별시 중구 다산로 지하122	127.0112	37.554295	-
373	청구 어린이공원	서울특별시 중구 다산로14길 41	127.013855	37.555859	-
374	청구역 2번출구 앞	서울특별시 중구 청구로 지하77	127.014076	37.560474	-
375	다산 어린이공원	서울특별시 중구 다산로40길 37	127.018425	37.563717	-
376	을지로4가역 4번출구 앞	-	126.998076	37.567923	-
377	서울역 4번출구 앞	서울특별시 중구 세종대로 지하2	126.973007	37.557217	-
378	청계7가 사거리	서울특별시 중구 다산로 지하260	127.016953	37.569805	-
379	서울역9번출구	서울특별시 중구 세종대로 지하2	126.973358	37.556	-
380	CJ제일제당 앞	서울특별시 중구 동호로 330	127.002747	37.563866	-
381	장충체육관	서울특별시 중구 장충동2가 200-99	127.006989	37.558533	-
382	약수역 10번출구 앞	서울특별시 중구 신당동 357-1	127.010048	37.555199	-
383	신당역 12번 출구 뒤	서울특별시 중구 신당동 99	127.016403	37.565849	-
384	종로학원본원	서울특별시 중구 청파로 456	126.968506	37.55978	-
385	종각역 5번출구	서울특별시 종로구 서린동 26-1	126.982658	37.569836	-
386	올림픽기념 국민생활관 앞	서울특별시 종로구 성균관로 91	126.99852	37.590233	-
387	훈련원공원주차장 앞	서울특별시 중구 을지로 227	127.003464	37.566994	-
388	동성중학교 앞	서울특별시 종로구 혜화동 56	127.00161	37.585735	-
389	을지로4가역 1번출구	서울특별시 중구 을지로 지하 178	126.996605	37.56673	-
390	충무로역 1번출구	서울특별시 중구 퇴계로 212	126.995354	37.56139	-
391	정동길입구	서울특별시 중구 세종대로19길 16	126.973305	37.565437	-
392	서울역 서부교차로1	서울특별시 중구 만리재로 211	126.96859	37.556965	-
393	393. 동대문역 8번 출구	-	127.009377	37.570141	-
394	394. 경희궁 자이 3단지	-	126.965919	37.56749	-
395	395. 경희궁 자이 2단지	-	126.964561	37.568855	-
397	397. 종묘공영주차장 건너편	-	126.996635	37.57048	-
398	398. 을지로3가역 3번출구	-	126.992439	37.566559	-
399	399. 서울역 센트럴 자이아파트	-	126.966087	37.554482	-
400	상암한화오벨리스크 1차 앞	서울특별시 마포구 구룡길 19	126.883003	37.587524	-
401	상암월드컵파크 10단지 앞	서울특별시 마포구 월드컵북로 502-36	126.881615	37.586189	-
402	상암월드컵파크 9단지 앞	서울특별시 마포구 월드컵북로 501	126.879822	37.582855	-
403	부엉이공원 앞	서울특별시 마포구 가양대로 189	126.884727	37.58559	-
404	우리금융상암센터 교차로	-	126.88612	37.582927	-
405	DMC빌 앞	서울특별시 마포구 월드컵북로60길 13	126.885788	37.582657	-
406	상암월드컵파크 7단지 앞	서울특별시 마포구 상암산로1길 92	126.880585	37.581314	-
407	마포구 육아종합지원센터	서울특별시 마포구 상암산로1길 71	126.883675	37.580631	-
